# 混淆映射表：可疑码位 -> 它看起来像的字符。TSV，四列，UTF-8、LF。
# 列：可疑码位	目标码位	规则 ID	说明
# 空行与 # 开头的行跳过；同一可疑码位只能出现一次。
U+72F8	U+0036	synthetic.bulk	压测条目
U+72F9	U+0037	synthetic.bulk	压测条目
U+72FA	U+0038	synthetic.bulk	压测条目
U+72FB	U+0039	synthetic.bulk	压测条目
U+72FC	U+0061	synthetic.bulk	压测条目
U+72FD	U+0062	synthetic.bulk	压测条目
U+72FE	U+0063	synthetic.bulk	压测条目
U+72FF	U+0064	synthetic.bulk	压测条目
U+7300	U+0065	synthetic.bulk	压测条目
U+7301	U+0066	synthetic.bulk	压测条目
U+7302	U+0067	synthetic.bulk	压测条目
U+7303	U+0068	synthetic.bulk	压测条目
U+7304	U+0069	synthetic.bulk	压测条目
U+7305	U+006A	synthetic.bulk	压测条目
U+7306	U+006B	synthetic.bulk	压测条目
U+7307	U+006C	synthetic.bulk	压测条目
U+7308	U+006D	synthetic.bulk	压测条目
U+7309	U+006E	synthetic.bulk	压测条目
U+730A	U+006F	synthetic.bulk	压测条目
U+730B	U+0070	synthetic.bulk	压测条目
U+730C	U+0071	synthetic.bulk	压测条目
U+730D	U+0072	synthetic.bulk	压测条目
U+730E	U+0073	synthetic.bulk	压测条目
U+730F	U+0074	synthetic.bulk	压测条目
U+7310	U+0075	synthetic.bulk	压测条目
U+7311	U+0076	synthetic.bulk	压测条目
U+7312	U+0077	synthetic.bulk	压测条目
U+7313	U+0078	synthetic.bulk	压测条目
U+7314	U+0079	synthetic.bulk	压测条目
U+7315	U+007A	synthetic.bulk	压测条目
U+7316	U+0030	synthetic.bulk	压测条目
U+7317	U+0031	synthetic.bulk	压测条目
U+7318	U+0032	synthetic.bulk	压测条目
U+7319	U+0033	synthetic.bulk	压测条目
U+731A	U+0034	synthetic.bulk	压测条目
U+731B	U+0035	synthetic.bulk	压测条目
U+731C	U+0036	synthetic.bulk	压测条目
U+731D	U+0037	synthetic.bulk	压测条目
U+731E	U+0038	synthetic.bulk	压测条目
U+731F	U+0039	synthetic.bulk	压测条目
U+7320	U+0061	synthetic.bulk	压测条目
U+7321	U+0062	synthetic.bulk	压测条目
U+7322	U+0063	synthetic.bulk	压测条目
U+7323	U+0064	synthetic.bulk	压测条目
U+7324	U+0065	synthetic.bulk	压测条目
U+7325	U+0066	synthetic.bulk	压测条目
U+7326	U+0067	synthetic.bulk	压测条目
U+7327	U+0068	synthetic.bulk	压测条目
U+7328	U+0069	synthetic.bulk	压测条目
U+7329	U+006A	synthetic.bulk	压测条目
U+732A	U+006B	synthetic.bulk	压测条目
U+732B	U+006C	synthetic.bulk	压测条目
U+732C	U+006D	synthetic.bulk	压测条目
U+732D	U+006E	synthetic.bulk	压测条目
U+732E	U+006F	synthetic.bulk	压测条目
U+732F	U+0070	synthetic.bulk	压测条目
U+7330	U+0071	synthetic.bulk	压测条目
U+7331	U+0072	synthetic.bulk	压测条目
U+7332	U+0073	synthetic.bulk	压测条目
U+7333	U+0074	synthetic.bulk	压测条目
U+7334	U+0075	synthetic.bulk	压测条目
U+7335	U+0076	synthetic.bulk	压测条目
U+7336	U+0077	synthetic.bulk	压测条目
U+7337	U+0078	synthetic.bulk	压测条目
U+7338	U+0079	synthetic.bulk	压测条目
U+7339	U+007A	synthetic.bulk	压测条目
U+733A	U+0030	synthetic.bulk	压测条目
U+733B	U+0031	synthetic.bulk	压测条目
U+733C	U+0032	synthetic.bulk	压测条目
U+733D	U+0033	synthetic.bulk	压测条目
U+733E	U+0034	synthetic.bulk	压测条目
U+733F	U+0035	synthetic.bulk	压测条目
U+7340	U+0036	synthetic.bulk	压测条目
U+7341	U+0037	synthetic.bulk	压测条目
U+7342	U+0038	synthetic.bulk	压测条目
U+7343	U+0039	synthetic.bulk	压测条目
U+7344	U+0061	synthetic.bulk	压测条目
U+7345	U+0062	synthetic.bulk	压测条目
U+7346	U+0063	synthetic.bulk	压测条目
U+7347	U+0064	synthetic.bulk	压测条目
U+7348	U+0065	synthetic.bulk	压测条目
U+7349	U+0066	synthetic.bulk	压测条目
U+734A	U+0067	synthetic.bulk	压测条目
U+734B	U+0068	synthetic.bulk	压测条目
U+734C	U+0069	synthetic.bulk	压测条目
U+734D	U+006A	synthetic.bulk	压测条目
U+734E	U+006B	synthetic.bulk	压测条目
U+734F	U+006C	synthetic.bulk	压测条目
U+7350	U+006D	synthetic.bulk	压测条目
U+7351	U+006E	synthetic.bulk	压测条目
U+7352	U+006F	synthetic.bulk	压测条目
U+7353	U+0070	synthetic.bulk	压测条目
U+7354	U+0071	synthetic.bulk	压测条目
U+7355	U+0072	synthetic.bulk	压测条目
U+7356	U+0073	synthetic.bulk	压测条目
U+7357	U+0074	synthetic.bulk	压测条目
U+7358	U+0075	synthetic.bulk	压测条目
U+7359	U+0076	synthetic.bulk	压测条目
U+735A	U+0077	synthetic.bulk	压测条目
U+735B	U+0078	synthetic.bulk	压测条目
U+735C	U+0079	synthetic.bulk	压测条目
U+735D	U+007A	synthetic.bulk	压测条目
U+735E	U+0030	synthetic.bulk	压测条目
U+735F	U+0031	synthetic.bulk	压测条目
U+7360	U+0032	synthetic.bulk	压测条目
U+7361	U+0033	synthetic.bulk	压测条目
U+7362	U+0034	synthetic.bulk	压测条目
U+7363	U+0035	synthetic.bulk	压测条目
U+7364	U+0036	synthetic.bulk	压测条目
U+7365	U+0037	synthetic.bulk	压测条目
U+7366	U+0038	synthetic.bulk	压测条目
U+7367	U+0039	synthetic.bulk	压测条目
U+7368	U+0061	synthetic.bulk	压测条目
U+7369	U+0062	synthetic.bulk	压测条目
U+736A	U+0063	synthetic.bulk	压测条目
U+736B	U+0064	synthetic.bulk	压测条目
U+736C	U+0065	synthetic.bulk	压测条目
U+736D	U+0066	synthetic.bulk	压测条目
U+736E	U+0067	synthetic.bulk	压测条目
U+736F	U+0068	synthetic.bulk	压测条目
U+7370	U+0069	synthetic.bulk	压测条目
U+7371	U+006A	synthetic.bulk	压测条目
U+7372	U+006B	synthetic.bulk	压测条目
U+7373	U+006C	synthetic.bulk	压测条目
U+7374	U+006D	synthetic.bulk	压测条目
U+7375	U+006E	synthetic.bulk	压测条目
U+7376	U+006F	synthetic.bulk	压测条目
U+7377	U+0070	synthetic.bulk	压测条目
U+7378	U+0071	synthetic.bulk	压测条目
U+7379	U+0072	synthetic.bulk	压测条目
U+737A	U+0073	synthetic.bulk	压测条目
U+737B	U+0074	synthetic.bulk	压测条目
U+737C	U+0075	synthetic.bulk	压测条目
U+737D	U+0076	synthetic.bulk	压测条目
U+737E	U+0077	synthetic.bulk	压测条目
U+737F	U+0078	synthetic.bulk	压测条目
U+7380	U+0079	synthetic.bulk	压测条目
U+7381	U+007A	synthetic.bulk	压测条目
U+7382	U+0030	synthetic.bulk	压测条目
U+7383	U+0031	synthetic.bulk	压测条目
U+7384	U+0032	synthetic.bulk	压测条目
U+7385	U+0033	synthetic.bulk	压测条目
U+7386	U+0034	synthetic.bulk	压测条目
U+7387	U+0035	synthetic.bulk	压测条目
U+7388	U+0036	synthetic.bulk	压测条目
U+7389	U+0037	synthetic.bulk	压测条目
U+738A	U+0038	synthetic.bulk	压测条目
U+738B	U+0039	synthetic.bulk	压测条目
U+738C	U+0061	synthetic.bulk	压测条目
U+738D	U+0062	synthetic.bulk	压测条目
U+738E	U+0063	synthetic.bulk	压测条目
U+738F	U+0064	synthetic.bulk	压测条目
U+7390	U+0065	synthetic.bulk	压测条目
U+7391	U+0066	synthetic.bulk	压测条目
U+7392	U+0067	synthetic.bulk	压测条目
U+7393	U+0068	synthetic.bulk	压测条目
U+7394	U+0069	synthetic.bulk	压测条目
U+7395	U+006A	synthetic.bulk	压测条目
U+7396	U+006B	synthetic.bulk	压测条目
U+7397	U+006C	synthetic.bulk	压测条目
U+7398	U+006D	synthetic.bulk	压测条目
U+7399	U+006E	synthetic.bulk	压测条目
U+739A	U+006F	synthetic.bulk	压测条目
U+739B	U+0070	synthetic.bulk	压测条目
U+739C	U+0071	synthetic.bulk	压测条目
U+739D	U+0072	synthetic.bulk	压测条目
U+739E	U+0073	synthetic.bulk	压测条目
U+739F	U+0074	synthetic.bulk	压测条目
U+73A0	U+0075	synthetic.bulk	压测条目
U+73A1	U+0076	synthetic.bulk	压测条目
U+73A2	U+0077	synthetic.bulk	压测条目
U+73A3	U+0078	synthetic.bulk	压测条目
U+73A4	U+0079	synthetic.bulk	压测条目
U+73A5	U+007A	synthetic.bulk	压测条目
U+73A6	U+0030	synthetic.bulk	压测条目
U+73A7	U+0031	synthetic.bulk	压测条目
U+73A8	U+0032	synthetic.bulk	压测条目
U+73A9	U+0033	synthetic.bulk	压测条目
U+73AA	U+0034	synthetic.bulk	压测条目
U+73AB	U+0035	synthetic.bulk	压测条目
U+73AC	U+0036	synthetic.bulk	压测条目
U+73AD	U+0037	synthetic.bulk	压测条目
U+73AE	U+0038	synthetic.bulk	压测条目
U+73AF	U+0039	synthetic.bulk	压测条目
U+73B0	U+0061	synthetic.bulk	压测条目
U+73B1	U+0062	synthetic.bulk	压测条目
U+73B2	U+0063	synthetic.bulk	压测条目
U+73B3	U+0064	synthetic.bulk	压测条目
U+73B4	U+0065	synthetic.bulk	压测条目
U+73B5	U+0066	synthetic.bulk	压测条目
U+73B6	U+0067	synthetic.bulk	压测条目
U+73B7	U+0068	synthetic.bulk	压测条目
U+73B8	U+0069	synthetic.bulk	压测条目
U+73B9	U+006A	synthetic.bulk	压测条目
U+73BA	U+006B	synthetic.bulk	压测条目
U+73BB	U+006C	synthetic.bulk	压测条目
U+73BC	U+006D	synthetic.bulk	压测条目
U+73BD	U+006E	synthetic.bulk	压测条目
U+73BE	U+006F	synthetic.bulk	压测条目
U+73BF	U+0070	synthetic.bulk	压测条目
U+73C0	U+0071	synthetic.bulk	压测条目
U+73C1	U+0072	synthetic.bulk	压测条目
U+73C2	U+0073	synthetic.bulk	压测条目
U+73C3	U+0074	synthetic.bulk	压测条目
U+73C4	U+0075	synthetic.bulk	压测条目
U+73C5	U+0076	synthetic.bulk	压测条目
U+73C6	U+0077	synthetic.bulk	压测条目
U+73C7	U+0078	synthetic.bulk	压测条目
U+73C8	U+0079	synthetic.bulk	压测条目
U+73C9	U+007A	synthetic.bulk	压测条目
U+73CA	U+0030	synthetic.bulk	压测条目
U+73CB	U+0031	synthetic.bulk	压测条目
U+73CC	U+0032	synthetic.bulk	压测条目
U+73CD	U+0033	synthetic.bulk	压测条目
U+73CE	U+0034	synthetic.bulk	压测条目
U+73CF	U+0035	synthetic.bulk	压测条目
U+73D0	U+0036	synthetic.bulk	压测条目
U+73D1	U+0037	synthetic.bulk	压测条目
U+73D2	U+0038	synthetic.bulk	压测条目
U+73D3	U+0039	synthetic.bulk	压测条目
U+73D4	U+0061	synthetic.bulk	压测条目
U+73D5	U+0062	synthetic.bulk	压测条目
U+73D6	U+0063	synthetic.bulk	压测条目
U+73D7	U+0064	synthetic.bulk	压测条目
U+73D8	U+0065	synthetic.bulk	压测条目
U+73D9	U+0066	synthetic.bulk	压测条目
U+73DA	U+0067	synthetic.bulk	压测条目
U+73DB	U+0068	synthetic.bulk	压测条目
U+73DC	U+0069	synthetic.bulk	压测条目
U+73DD	U+006A	synthetic.bulk	压测条目
U+73DE	U+006B	synthetic.bulk	压测条目
U+73DF	U+006C	synthetic.bulk	压测条目
U+73E0	U+006D	synthetic.bulk	压测条目
U+73E1	U+006E	synthetic.bulk	压测条目
U+73E2	U+006F	synthetic.bulk	压测条目
U+73E3	U+0070	synthetic.bulk	压测条目
U+73E4	U+0071	synthetic.bulk	压测条目
U+73E5	U+0072	synthetic.bulk	压测条目
U+73E6	U+0073	synthetic.bulk	压测条目
U+73E7	U+0074	synthetic.bulk	压测条目
U+73E8	U+0075	synthetic.bulk	压测条目
U+73E9	U+0076	synthetic.bulk	压测条目
U+73EA	U+0077	synthetic.bulk	压测条目
U+73EB	U+0078	synthetic.bulk	压测条目
U+73EC	U+0079	synthetic.bulk	压测条目
U+73ED	U+007A	synthetic.bulk	压测条目
U+73EE	U+0030	synthetic.bulk	压测条目
U+73EF	U+0031	synthetic.bulk	压测条目
U+73F0	U+0032	synthetic.bulk	压测条目
U+73F1	U+0033	synthetic.bulk	压测条目
U+73F2	U+0034	synthetic.bulk	压测条目
U+73F3	U+0035	synthetic.bulk	压测条目
U+73F4	U+0036	synthetic.bulk	压测条目
U+73F5	U+0037	synthetic.bulk	压测条目
U+73F6	U+0038	synthetic.bulk	压测条目
U+73F7	U+0039	synthetic.bulk	压测条目
U+73F8	U+0061	synthetic.bulk	压测条目
U+73F9	U+0062	synthetic.bulk	压测条目
U+73FA	U+0063	synthetic.bulk	压测条目
U+73FB	U+0064	synthetic.bulk	压测条目
U+73FC	U+0065	synthetic.bulk	压测条目
U+73FD	U+0066	synthetic.bulk	压测条目
U+73FE	U+0067	synthetic.bulk	压测条目
U+73FF	U+0068	synthetic.bulk	压测条目
U+7400	U+0069	synthetic.bulk	压测条目
U+7401	U+006A	synthetic.bulk	压测条目
U+7402	U+006B	synthetic.bulk	压测条目
U+7403	U+006C	synthetic.bulk	压测条目
U+7404	U+006D	synthetic.bulk	压测条目
U+7405	U+006E	synthetic.bulk	压测条目
U+7406	U+006F	synthetic.bulk	压测条目
U+7407	U+0070	synthetic.bulk	压测条目
U+7408	U+0071	synthetic.bulk	压测条目
U+7409	U+0072	synthetic.bulk	压测条目
U+740A	U+0073	synthetic.bulk	压测条目
U+740B	U+0074	synthetic.bulk	压测条目
U+740C	U+0075	synthetic.bulk	压测条目
U+740D	U+0076	synthetic.bulk	压测条目
U+740E	U+0077	synthetic.bulk	压测条目
U+740F	U+0078	synthetic.bulk	压测条目
U+7410	U+0079	synthetic.bulk	压测条目
U+7411	U+007A	synthetic.bulk	压测条目
U+7412	U+0030	synthetic.bulk	压测条目
U+7413	U+0031	synthetic.bulk	压测条目
U+7414	U+0032	synthetic.bulk	压测条目
U+7415	U+0033	synthetic.bulk	压测条目
U+7416	U+0034	synthetic.bulk	压测条目
U+7417	U+0035	synthetic.bulk	压测条目
U+7418	U+0036	synthetic.bulk	压测条目
U+7419	U+0037	synthetic.bulk	压测条目
U+741A	U+0038	synthetic.bulk	压测条目
U+741B	U+0039	synthetic.bulk	压测条目
U+741C	U+0061	synthetic.bulk	压测条目
U+741D	U+0062	synthetic.bulk	压测条目
U+741E	U+0063	synthetic.bulk	压测条目
U+741F	U+0064	synthetic.bulk	压测条目
U+7420	U+0065	synthetic.bulk	压测条目
U+7421	U+0066	synthetic.bulk	压测条目
U+7422	U+0067	synthetic.bulk	压测条目
U+7423	U+0068	synthetic.bulk	压测条目
U+7424	U+0069	synthetic.bulk	压测条目
U+7425	U+006A	synthetic.bulk	压测条目
U+7426	U+006B	synthetic.bulk	压测条目
U+7427	U+006C	synthetic.bulk	压测条目
U+7428	U+006D	synthetic.bulk	压测条目
U+7429	U+006E	synthetic.bulk	压测条目
U+742A	U+006F	synthetic.bulk	压测条目
U+742B	U+0070	synthetic.bulk	压测条目
U+742C	U+0071	synthetic.bulk	压测条目
U+742D	U+0072	synthetic.bulk	压测条目
U+742E	U+0073	synthetic.bulk	压测条目
U+742F	U+0074	synthetic.bulk	压测条目
U+7430	U+0075	synthetic.bulk	压测条目
U+7431	U+0076	synthetic.bulk	压测条目
U+7432	U+0077	synthetic.bulk	压测条目
U+7433	U+0078	synthetic.bulk	压测条目
U+7434	U+0079	synthetic.bulk	压测条目
U+7435	U+007A	synthetic.bulk	压测条目
U+7436	U+0030	synthetic.bulk	压测条目
U+7437	U+0031	synthetic.bulk	压测条目
U+7438	U+0032	synthetic.bulk	压测条目
U+7439	U+0033	synthetic.bulk	压测条目
U+743A	U+0034	synthetic.bulk	压测条目
U+743B	U+0035	synthetic.bulk	压测条目
U+743C	U+0036	synthetic.bulk	压测条目
U+743D	U+0037	synthetic.bulk	压测条目
U+743E	U+0038	synthetic.bulk	压测条目
U+743F	U+0039	synthetic.bulk	压测条目
U+7440	U+0061	synthetic.bulk	压测条目
U+7441	U+0062	synthetic.bulk	压测条目
U+7442	U+0063	synthetic.bulk	压测条目
U+7443	U+0064	synthetic.bulk	压测条目
U+7444	U+0065	synthetic.bulk	压测条目
U+7445	U+0066	synthetic.bulk	压测条目
U+7446	U+0067	synthetic.bulk	压测条目
U+7447	U+0068	synthetic.bulk	压测条目
U+7448	U+0069	synthetic.bulk	压测条目
U+7449	U+006A	synthetic.bulk	压测条目
U+744A	U+006B	synthetic.bulk	压测条目
U+744B	U+006C	synthetic.bulk	压测条目
U+744C	U+006D	synthetic.bulk	压测条目
U+744D	U+006E	synthetic.bulk	压测条目
U+744E	U+006F	synthetic.bulk	压测条目
U+744F	U+0070	synthetic.bulk	压测条目
U+7450	U+0071	synthetic.bulk	压测条目
U+7451	U+0072	synthetic.bulk	压测条目
U+7452	U+0073	synthetic.bulk	压测条目
U+7453	U+0074	synthetic.bulk	压测条目
U+7454	U+0075	synthetic.bulk	压测条目
U+7455	U+0076	synthetic.bulk	压测条目
U+7456	U+0077	synthetic.bulk	压测条目
U+7457	U+0078	synthetic.bulk	压测条目
U+7458	U+0079	synthetic.bulk	压测条目
U+7459	U+007A	synthetic.bulk	压测条目
U+745A	U+0030	synthetic.bulk	压测条目
U+745B	U+0031	synthetic.bulk	压测条目
U+745C	U+0032	synthetic.bulk	压测条目
U+745D	U+0033	synthetic.bulk	压测条目
U+745E	U+0034	synthetic.bulk	压测条目
U+745F	U+0035	synthetic.bulk	压测条目
U+7460	U+0036	synthetic.bulk	压测条目
U+7461	U+0037	synthetic.bulk	压测条目
U+7462	U+0038	synthetic.bulk	压测条目
U+7463	U+0039	synthetic.bulk	压测条目
U+7464	U+0061	synthetic.bulk	压测条目
U+7465	U+0062	synthetic.bulk	压测条目
U+7466	U+0063	synthetic.bulk	压测条目
U+7467	U+0064	synthetic.bulk	压测条目
U+7468	U+0065	synthetic.bulk	压测条目
U+7469	U+0066	synthetic.bulk	压测条目
U+746A	U+0067	synthetic.bulk	压测条目
U+746B	U+0068	synthetic.bulk	压测条目
U+746C	U+0069	synthetic.bulk	压测条目
U+746D	U+006A	synthetic.bulk	压测条目
U+746E	U+006B	synthetic.bulk	压测条目
U+746F	U+006C	synthetic.bulk	压测条目
U+7470	U+006D	synthetic.bulk	压测条目
U+7471	U+006E	synthetic.bulk	压测条目
U+7472	U+006F	synthetic.bulk	压测条目
U+7473	U+0070	synthetic.bulk	压测条目
U+7474	U+0071	synthetic.bulk	压测条目
U+7475	U+0072	synthetic.bulk	压测条目
U+7476	U+0073	synthetic.bulk	压测条目
U+7477	U+0074	synthetic.bulk	压测条目
U+7478	U+0075	synthetic.bulk	压测条目
U+7479	U+0076	synthetic.bulk	压测条目
U+747A	U+0077	synthetic.bulk	压测条目
U+747B	U+0078	synthetic.bulk	压测条目
U+747C	U+0079	synthetic.bulk	压测条目
U+747D	U+007A	synthetic.bulk	压测条目
U+747E	U+0030	synthetic.bulk	压测条目
U+747F	U+0031	synthetic.bulk	压测条目
U+7480	U+0032	synthetic.bulk	压测条目
U+7481	U+0033	synthetic.bulk	压测条目
U+7482	U+0034	synthetic.bulk	压测条目
U+7483	U+0035	synthetic.bulk	压测条目
U+7484	U+0036	synthetic.bulk	压测条目
U+7485	U+0037	synthetic.bulk	压测条目
U+7486	U+0038	synthetic.bulk	压测条目
U+7487	U+0039	synthetic.bulk	压测条目
U+7488	U+0061	synthetic.bulk	压测条目
U+7489	U+0062	synthetic.bulk	压测条目
U+748A	U+0063	synthetic.bulk	压测条目
U+748B	U+0064	synthetic.bulk	压测条目
U+748C	U+0065	synthetic.bulk	压测条目
U+748D	U+0066	synthetic.bulk	压测条目
U+748E	U+0067	synthetic.bulk	压测条目
U+748F	U+0068	synthetic.bulk	压测条目
U+7490	U+0069	synthetic.bulk	压测条目
U+7491	U+006A	synthetic.bulk	压测条目
U+7492	U+006B	synthetic.bulk	压测条目
U+7493	U+006C	synthetic.bulk	压测条目
U+7494	U+006D	synthetic.bulk	压测条目
U+7495	U+006E	synthetic.bulk	压测条目
U+7496	U+006F	synthetic.bulk	压测条目
U+7497	U+0070	synthetic.bulk	压测条目
U+7498	U+0071	synthetic.bulk	压测条目
U+7499	U+0072	synthetic.bulk	压测条目
U+749A	U+0073	synthetic.bulk	压测条目
U+749B	U+0074	synthetic.bulk	压测条目
U+749C	U+0075	synthetic.bulk	压测条目
U+749D	U+0076	synthetic.bulk	压测条目
U+749E	U+0077	synthetic.bulk	压测条目
U+749F	U+0078	synthetic.bulk	压测条目
U+74A0	U+0079	synthetic.bulk	压测条目
U+74A1	U+007A	synthetic.bulk	压测条目
U+74A2	U+0030	synthetic.bulk	压测条目
U+74A3	U+0031	synthetic.bulk	压测条目
U+74A4	U+0032	synthetic.bulk	压测条目
U+74A5	U+0033	synthetic.bulk	压测条目
U+74A6	U+0034	synthetic.bulk	压测条目
U+74A7	U+0035	synthetic.bulk	压测条目
U+74A8	U+0036	synthetic.bulk	压测条目
U+74A9	U+0037	synthetic.bulk	压测条目
U+74AA	U+0038	synthetic.bulk	压测条目
U+74AB	U+0039	synthetic.bulk	压测条目
U+74AC	U+0061	synthetic.bulk	压测条目
U+74AD	U+0062	synthetic.bulk	压测条目
U+74AE	U+0063	synthetic.bulk	压测条目
U+74AF	U+0064	synthetic.bulk	压测条目
U+74B0	U+0065	synthetic.bulk	压测条目
U+74B1	U+0066	synthetic.bulk	压测条目
U+74B2	U+0067	synthetic.bulk	压测条目
U+74B3	U+0068	synthetic.bulk	压测条目
U+74B4	U+0069	synthetic.bulk	压测条目
U+74B5	U+006A	synthetic.bulk	压测条目
U+74B6	U+006B	synthetic.bulk	压测条目
U+74B7	U+006C	synthetic.bulk	压测条目
U+74B8	U+006D	synthetic.bulk	压测条目
U+74B9	U+006E	synthetic.bulk	压测条目
U+74BA	U+006F	synthetic.bulk	压测条目
U+74BB	U+0070	synthetic.bulk	压测条目
U+74BC	U+0071	synthetic.bulk	压测条目
U+74BD	U+0072	synthetic.bulk	压测条目
U+74BE	U+0073	synthetic.bulk	压测条目
U+74BF	U+0074	synthetic.bulk	压测条目
U+74C0	U+0075	synthetic.bulk	压测条目
U+74C1	U+0076	synthetic.bulk	压测条目
U+74C2	U+0077	synthetic.bulk	压测条目
U+74C3	U+0078	synthetic.bulk	压测条目
U+74C4	U+0079	synthetic.bulk	压测条目
U+74C5	U+007A	synthetic.bulk	压测条目
U+74C6	U+0030	synthetic.bulk	压测条目
U+74C7	U+0031	synthetic.bulk	压测条目
U+74C8	U+0032	synthetic.bulk	压测条目
U+74C9	U+0033	synthetic.bulk	压测条目
U+74CA	U+0034	synthetic.bulk	压测条目
U+74CB	U+0035	synthetic.bulk	压测条目
U+74CC	U+0036	synthetic.bulk	压测条目
U+74CD	U+0037	synthetic.bulk	压测条目
U+74CE	U+0038	synthetic.bulk	压测条目
U+74CF	U+0039	synthetic.bulk	压测条目
U+74D0	U+0061	synthetic.bulk	压测条目
U+74D1	U+0062	synthetic.bulk	压测条目
U+74D2	U+0063	synthetic.bulk	压测条目
U+74D3	U+0064	synthetic.bulk	压测条目
U+74D4	U+0065	synthetic.bulk	压测条目
U+74D5	U+0066	synthetic.bulk	压测条目
U+74D6	U+0067	synthetic.bulk	压测条目
U+74D7	U+0068	synthetic.bulk	压测条目
U+74D8	U+0069	synthetic.bulk	压测条目
U+74D9	U+006A	synthetic.bulk	压测条目
U+74DA	U+006B	synthetic.bulk	压测条目
U+74DB	U+006C	synthetic.bulk	压测条目
U+74DC	U+006D	synthetic.bulk	压测条目
U+74DD	U+006E	synthetic.bulk	压测条目
U+74DE	U+006F	synthetic.bulk	压测条目
U+74DF	U+0070	synthetic.bulk	压测条目
U+74E0	U+0071	synthetic.bulk	压测条目
U+74E1	U+0072	synthetic.bulk	压测条目
U+74E2	U+0073	synthetic.bulk	压测条目
U+74E3	U+0074	synthetic.bulk	压测条目
U+74E4	U+0075	synthetic.bulk	压测条目
U+74E5	U+0076	synthetic.bulk	压测条目
U+74E6	U+0077	synthetic.bulk	压测条目
U+74E7	U+0078	synthetic.bulk	压测条目
U+74E8	U+0079	synthetic.bulk	压测条目
U+74E9	U+007A	synthetic.bulk	压测条目
U+74EA	U+0030	synthetic.bulk	压测条目
U+74EB	U+0031	synthetic.bulk	压测条目
U+74EC	U+0032	synthetic.bulk	压测条目
U+74ED	U+0033	synthetic.bulk	压测条目
U+74EE	U+0034	synthetic.bulk	压测条目
U+74EF	U+0035	synthetic.bulk	压测条目
